,title_class,body_class
1125,0.296,0.7717
1126,0.6234,0.9609
1127,0.128,-0.7459
1128,0.128,-0.7459
1129,0.2023,-0.8749
1130,-0.0516,0.9978
1131,0.3818,0.952
1132,-0.128,-0.9153
1133,-0.6249,0.8154
1134,0.2263,-0.5499
1135,-0.0516,0.9423
1136,0.0,0.9967
1137,-0.2023,0.9671
1138,-0.2023,0.9724
1139,0.296,0.4404
1140,0.7845,0.5034
1141,0.0,0.8689
1142,0.0,0.5267
1143,0.0,-0.7579
1144,-0.5574,0.865
1145,-0.2023,0.0
1146,-0.8847,0.915
1147,0.7906,0.9821
1148,-0.8176,-0.2238
1149,0.7484,0.9199
1150,-0.5994,0.9668
1151,-0.4588,0.7351
1152,-0.2023,0.872
1153,0.7506,0.0
1154,-0.5267,-0.7899
1155,-0.5267,-0.7899
1156,-0.8948,-0.9965
1157,-0.128,-0.8248
1158,0.2732,-0.9578
1159,-0.25,0.2263
1160,0.1779,0.6908
1161,-0.25,0.8218
1162,-0.25,0.9379
1163,-0.8555,-0.7237
1164,-0.5574,0.3839
1165,-0.128,0.9432
1166,-0.7783,0.5717
1167,-0.6369,0.5251
1168,0.0,0.8428
1169,0.0,0.8428
1170,0.0,0.0772
1171,0.4404,0.1139
1172,0.2023,-0.8149
1173,0.2023,-0.8149
1174,0.2732,-0.1735
1175,0.2732,-0.1735
1176,0.0,0.3612
1177,0.296,0.7628
1178,0.2732,0.966
1179,0.2732,0.926
1180,-0.2732,0.9914
1181,0.296,0.7003
1182,-0.0772,0.996
1183,0.0,0.0
1184,-0.0772,0.9957
1185,0.0,0.9941
1186,0.0,0.5106
1187,-0.6705,-0.9758
1188,0.2732,0.9992
1189,0.6808,0.8885
1190,-0.4215,0.8402
1191,-0.3804,0.6369
1192,0.0258,0.802
1193,-0.0258,-0.8807
1194,0.2263,-0.4939
1195,0.4404,0.9612
1196,0.0,0.6801
1197,0.7783,0.6573
1198,-0.2263,0.9294
1199,0.5267,0.0
1200,-0.3612,0.8999
1201,-0.4939,0.9775
1202,0.6808,0.9598
1203,0.6808,0.0516
1204,0.0,0.0356
1205,-0.6486,0.9413
1206,-0.5809,0.9168
1207,0.0,0.4585
1208,0.4404,0.7236
1209,-0.3612,0.9898
1210,-0.6597,-0.9337
1211,-0.4767,0.9731
1212,-0.7876,-0.0216
1213,0.0,-0.4268
1214,0.4215,-0.0387
1215,0.0,0.4501
1216,0.0,-0.8271
1217,0.0,0.9509
1218,0.2846,0.9906
1219,0.296,0.6124
1220,-0.6124,-0.9485
1221,0.7184,0.743
1222,-0.6249,0.4215
1223,-0.25,0.2263
1224,0.1779,0.6908
1225,0.0,-0.2846
1226,-0.25,0.8218
1227,-0.2263,0.9741
1228,0.5574,0.9878
1229,0.0,0.7773
1230,-0.2263,0.9935
1231,-0.6486,0.4939
1232,0.25,0.9868
1233,-0.6369,0.5251
1234,0.2023,0.9953
1235,-0.6705,-0.5025
1236,0.0,0.993
1237,0.0,0.993
1238,0.0,0.0772
1239,0.7351,0.9785
1240,0.1027,-0.8926
1241,0.7615,0.9988
1242,-0.128,-0.6661
1243,0.296,0.7628
1244,0.128,-0.8657
1245,0.2023,0.952
1246,0.2732,0.966
1247,-0.1027,0.0997
1248,0.0,-0.4019
1249,0.7034,0.9923
1250,-0.4208,0.9747
1251,0.296,0.7003
1252,0.1779,0.6444
1253,0.0258,0.9719
1254,0.2723,-0.687
1255,0.0,-0.128
1256,0.0,0.976
1257,0.3612,0.9975
1258,0.5859,0.2263
1259,0.8126,0.0
1260,-0.4588,0.484
1261,0.2263,0.9841
1262,0.2263,0.4472
1263,0.4118,0.6705
1264,-0.2846,0.9839
1265,0.7506,0.4215
1266,-0.4767,0.3182
1267,0.4404,0.7236
1268,0.2023,-0.4461
1269,0.4588,0.9714
1270,0.0,0.5994
1271,-0.25,0.679
1272,0.4404,0.9825
1273,0.4588,-0.8885
1274,0.296,0.9429
1275,0.5106,0.8934
1276,0.2023,0.9413
1277,-0.296,0.4215
1278,0.4215,0.9883
1279,0.4588,-0.8519
1280,-0.5106,-0.1689
1281,-0.0258,-0.9217
1282,-0.4404,-0.9818
1283,-0.5267,0.8858
1284,-0.2263,0.9935
1285,-0.6486,0.4939
1286,0.25,0.9868
1287,-0.6705,-0.5025
1288,0.7351,0.9785
1289,0.7615,0.9988
1290,-0.4588,0.7365
1291,0.0,0.0
1292,0.128,-0.8657
1293,0.25,-0.8054
1294,-0.1027,0.0997
1295,0.0,-0.4019
1296,-0.2732,-0.946
1297,-0.4767,0.9816
1298,-0.5423,-0.3802
1299,0.1779,0.9975
1300,0.6597,0.2144
1301,0.0,0.8807
1302,0.3182,0.9293
1303,0.3182,0.4749
1304,0.4404,0.6872
1305,0.8225,0.6853
1306,0.7003,0.9744
1307,0.5927,0.9941
1308,-0.2732,-0.9232
1309,0.128,0.8876
1310,0.7579,0.9825
1311,-0.4588,0.8244
1312,0.2023,0.0
1313,0.296,0.9787
1314,0.0,0.9246
1315,0.0,-0.128
1316,0.4019,0.9666
1317,0.5994,0.9674
1318,0.4939,0.8958
1319,0.7506,0.9758
1320,0.6908,-0.3544
1321,0.0,-0.538
1322,-0.7096,-0.9855
1323,0.0,0.7351
1324,-0.6705,-0.8462
1325,-0.9477,-0.9767
1326,-0.9595,-0.938
1327,0.0,0.0
1328,-0.4588,-0.9153
1329,-0.8519,0.985
1330,-0.6249,-0.998
1331,0.296,-0.7351
1332,-0.7783,0.0
1333,-0.0258,0.8952
1334,0.4404,0.9825
1335,0.1779,0.9807
1336,0.0258,-0.9339
1337,0.0,0.9299
1338,-0.34,-0.8837
1339,0.0,0.7184
1340,0.3818,0.9858
1341,0.1779,-0.8443
1342,0.3182,0.9368
1343,0.5267,0.6491
1344,-0.4588,0.7365
1345,0.4404,0.8689
1346,-0.5994,-0.9861
1347,0.0,0.8274
1348,0.0,0.8274
1349,-0.4404,0.7645
1350,-0.25,0.8591
1351,0.3182,0.0745
1352,0.0,0.9939
1353,0.4019,-0.4215
1354,-0.4019,0.9898
1355,0.7096,0.9871
1356,0.5106,-0.871
1357,-0.714,-0.8064
1358,0.1027,-0.0644
1359,0.0387,0.837
1360,-0.6369,0.8807
1361,-0.7717,-0.1655
1362,0.5859,0.9966
1363,-0.6705,-0.936
1364,-0.024,0.6543
1365,-0.25,0.8591
1366,-0.2732,-0.5927
1367,0.0,0.0577
1368,-0.6249,-0.9982
1369,-0.8374,-0.9679
1370,-0.7506,-0.987
1371,-0.875,0.9664
1372,-0.8932,0.9122
1373,-0.024,0.6543
1374,0.2732,-0.7512
1375,0.4019,-0.7646
1376,0.25,0.949
1377,0.765,0.9952
1378,0.5267,-0.9805
1379,0.3182,-0.7906
1380,0.1531,-0.1779
1381,0.6908,0.8957
1382,0.6369,0.878
1383,-0.9231,-0.8839
1384,0.0,-0.9726
1385,0.0516,-0.9937
1386,-0.4215,-0.9942
1387,0.7096,0.9601
1388,0.0,0.836
1389,0.0,0.5267
1390,-0.0258,0.5346
1391,0.0,-0.3634
1392,-0.0258,0.8032
1393,0.7269,0.9803
1394,-0.2263,-0.3724
1395,-0.2263,-0.9036
1396,-0.1027,0.9927
1397,0.0,0.9552
1398,0.0,0.0577
1399,-0.4588,0.9952
1400,0.0,0.9915
1401,0.0,-0.7648
1402,0.7906,0.9188
1403,0.296,0.8269
1404,-0.7184,0.9621
1405,0.2023,0.948
1406,-0.6486,0.9971
1407,-0.5719,0.8837
1408,0.6705,-0.9511
1409,-0.5739,-0.9873
1410,-0.8674,0.8621
1411,0.743,-0.7856
1412,0.5267,0.9209
1413,0.5129,0.9955
1414,-0.2263,-0.9854
1415,-0.3818,0.8122
1416,-0.7391,0.9924
1417,0.7351,0.2342
1418,-0.0772,0.982
1419,0.2732,0.9485
1420,0.8689,0.9975
1421,-0.5267,-0.8944
1422,0.1779,0.7306
1423,-0.4497,0.8625
1424,-0.5719,-0.991
1425,-0.3818,-0.9589
1426,0.6908,0.9766
1427,0.5267,0.9948
1428,0.6344,0.9231
1429,0.3818,0.987
1430,0.7579,0.7007
1431,0.4939,0.9774
1432,0.0,-0.9943
1433,0.4767,0.1972
1434,-0.3182,0.7515
1435,0.1027,-0.9515
1436,-0.2023,0.847
1437,-0.5423,-0.872
1438,-0.128,-0.9455
1439,0.1779,0.9791
1440,0.1779,0.9791
1441,0.4215,0.3716
1442,0.4939,0.6808
1443,-0.4404,0.9907
1444,0.0,-0.9469
1445,-0.4404,-0.8858
1446,-0.7269,0.9925
1447,0.0,0.9975
1448,0.7351,-0.8937
1449,-0.34,-0.2183
1450,0.0,0.9933
1451,-0.2263,-0.6555
1452,0.0,0.1027
1453,-0.6486,-0.1352
1454,0.7506,0.8651
1455,-0.2263,-0.9854
1456,-0.8225,-0.789
1457,-0.25,0.9906
1458,0.8689,0.9975
1459,-0.7684,-0.9849
1460,-0.3071,0.9901
1461,0.3818,-0.9821
1462,0.296,-0.4684
1463,0.2023,0.7721
1464,0.743,0.9794
1465,0.2732,0.9559
1466,0.3818,-0.9769
1467,-0.5267,-0.7391
1468,-0.0258,-0.9811
1469,0.0772,-0.9839
1470,-0.2732,-0.8074
1471,-0.7003,0.6356
1472,0.5106,0.9981
1473,0.0772,0.9062
1474,0.4019,0.9901
1475,0.4939,0.9774
1476,0.2449,-0.4051
1477,0.4767,0.1972
1478,0.5574,0.9824
1479,0.1655,0.9974
1480,0.347,-0.0772
1481,-0.8402,0.9841
1482,0.4767,0.9826
1483,0.5719,-0.4443
1484,0.7003,0.9728
1485,0.0,0.9021
1486,-0.9201,0.9367
1487,-0.3182,-0.9958
1488,0.0,0.9769
1489,-0.4019,0.6967
1490,-0.5106,-0.9198
1491,0.0,0.9805
1492,-0.6705,-0.5994
1493,0.0772,0.8635
1494,-0.7887,0.3252
1495,-0.8402,-0.8442
1496,-0.6486,0.7096
1497,-0.0258,0.9529
1498,0.0,0.8362
1499,0.3818,0.882
1500,0.3818,0.9945
1501,0.296,0.0
1502,-0.743,0.2617
1503,-0.6808,0.9349
1504,-0.8402,-0.9988
1505,0.2846,-0.128
1506,0.0258,-0.5994
1507,-0.2732,0.6369
1508,-0.8271,-0.34
1509,-0.5423,0.8555
1510,0.4019,0.9901
1511,0.5574,-0.9873
1512,0.1027,0.9769
1513,0.6914,0.6369
1514,0.4966,-0.9424
1515,0.0,0.9471
1516,0.6808,0.9725
1517,-0.6705,0.7494
1518,-0.3182,0.9427
1519,0.4588,0.9926
1520,0.4767,0.9792
1521,-0.34,0.8166
1522,-0.4215,-0.9676
1523,0.296,0.9931
1524,0.0516,0.9512
1525,0.0,0.9521
1526,0.0258,0.9659
1527,-0.4939,0.7184
1528,-0.0772,0.9912
1529,-0.0258,-0.1522
1530,-0.4215,0.9947
1531,0.1531,-0.8519
1532,0.7615,0.9655
1533,-0.5106,-0.7951
1534,0.5574,0.99
1535,0.128,0.9904
1536,0.0,0.9243
1537,0.7351,-0.9986
1538,0.7351,-0.9971
1539,0.2023,-0.3612
1540,0.0258,0.6705
1541,0.5574,0.9671
1542,-0.743,-0.9648
1543,-0.6705,0.3265
1544,-0.3182,0.9226
1545,0.0,0.9186
1546,-0.7845,0.7131
1547,0.0,0.9477
1548,-0.5423,0.9741
1549,0.0,-0.235
1550,0.4966,-0.9424
1551,0.6249,0.9871
1552,-0.3919,-0.2122
1553,0.296,0.9953
1554,0.0,0.0523
1555,0.34,0.9411
1556,-0.4939,-0.9695
1557,0.6369,0.9685
1558,0.0,0.9789
1559,-0.128,0.8961
1560,0.1779,-0.3851
1561,-0.8625,-0.3944
1562,0.6597,0.9569
1563,0.0,0.9186
1564,0.7845,-0.2593
1565,0.0,0.9761
1566,0.0,0.765
1567,0.4215,0.9937
1568,-0.7845,0.0516
1569,-0.4588,-0.765
1570,-0.4588,0.6124
1571,0.0,0.4588
1572,0.6597,-0.4939
1573,0.0,0.0772
1574,0.34,0.9442
1575,0.0,0.0498
1576,0.5574,0.9325
1577,0.7845,0.9603
1578,-0.7184,0.853
1579,-0.7184,0.853
1580,0.5994,0.9841
1581,0.0,0.505
1582,-0.1311,0.9742
1583,-0.296,0.128
1584,0.8047,0.9744
1585,-0.3818,0.9761
1586,-0.1531,-0.7184
1587,-0.25,0.5916
1588,-0.743,0.9826
1589,0.3182,0.968
1590,-0.1779,0.6486
1591,0.1082,0.5187
1592,0.4767,0.4767
1593,0.0258,0.3182
1594,0.5719,0.9895
1595,0.3612,-0.7717
1596,0.0,0.8385
1597,-0.8689,0.9111
1598,-0.8381,0.8074
1599,0.0,0.9895
1600,0.4767,0.9741
1601,0.2238,0.0
1602,-0.7269,-0.9743
1603,-0.5994,0.87
1604,-0.0613,-0.0516
1605,0.4522,0.9129
1606,0.2882,-0.9863
1607,-0.6369,-0.0941
1608,-0.3612,0.9812
1609,-0.4215,-0.7717
1610,0.2263,0.9973
1611,0.0,0.3652
1612,-0.4215,0.9992
1613,0.5859,0.7587
1614,0.3818,0.9247
1615,0.4767,-0.9274
1616,-0.4215,-0.8963
1617,-0.3919,0.9629
1618,-0.4215,-0.9026
1619,0.4767,0.9672
1620,0.0,0.9856
1621,0.25,0.9801
1622,0.4404,0.7269
1623,-0.4215,0.909
1624,-0.4939,-0.5267
1625,0.8176,0.9899
1626,0.6808,-0.4019
1627,0.5106,0.9847
1628,0.296,0.9538
1629,0.7906,0.9918
1630,0.0,0.913
1631,-0.4215,0.9469
1632,-0.5574,-0.705
1633,-0.0772,-0.762
1634,0.25,0.8832
1635,0.25,0.9972
1636,-0.3415,0.9879
1637,0.4767,0.8299
1638,0.2732,0.8065
1639,0.7584,0.9122
1640,-0.2263,-0.9408
1641,-0.5267,0.2263
1642,-0.5423,0.121
1643,-0.4588,0.945
1644,-0.7951,-0.2516
1645,-0.1779,0.7876
1646,-0.6815,-0.9514
1647,-0.1531,0.2263
1648,0.0,0.9931
1649,0.0,0.3408
1650,-0.6652,-0.9775
1651,0.0,0.9242
1652,-0.4019,-0.7709
1653,-0.3612,0.9186
1654,0.3182,0.0
1655,0.4939,0.7404
1656,0.2023,0.7717
1657,-0.891,-0.9878
1658,-0.2263,-0.9268
1659,0.296,-0.8658
1660,0.3182,0.2927
1661,-0.3612,0.8558
1662,0.4215,0.4019
1663,-0.5719,0.9161
1664,-0.0516,0.9862
1665,-0.7269,0.9657
1666,0.296,0.9538
1667,0.3182,0.4939
1668,0.7906,0.9918
1669,0.6486,0.9868
1670,0.0258,0.9575
1671,0.2732,0.8556
1672,-0.0772,0.9879
1673,-0.4215,0.9469
1674,0.1531,0.5106
1675,0.1531,0.5106
1676,0.1531,0.5106
1677,0.2732,0.8556
1678,-0.34,-0.296
1679,0.0,0.4098
1680,-0.5994,0.7947
1681,0.4404,0.5414
1682,0.8934,0.9663
1683,-0.2023,0.8387
1684,0.25,0.9972
1685,0.5719,-0.3462
1686,0.3818,-0.9034
1687,0.5118,0.6283
1688,-0.5106,0.4443
1689,-0.5423,0.121
1690,-0.6486,-0.9732
1691,-0.5106,0.8064
1692,-0.1779,0.9818
1693,-0.1531,0.2263
1694,-0.0516,0.9022
1695,0.2732,0.9939
1696,-0.8176,-0.9929
1697,-0.3291,0.9975
1698,0.0,-0.25
1699,0.0129,0.2732
1700,0.1531,0.9861
1701,-0.6249,-0.7447
1702,0.1531,0.7845
1703,-0.5106,0.296
1704,-0.5106,0.9657
1705,-0.4588,0.9912
1706,0.017,-0.8362
1707,0.7351,0.9325
1708,0.2023,0.9878
1709,0.0,0.9976
1710,-0.34,0.4336
1711,0.2023,0.9865
1712,0.5994,0.9769
1713,-0.5423,0.889
1714,-0.5423,0.889
1715,-0.5719,0.5319
1716,0.765,0.9881
1717,0.3182,-0.5509
1718,-0.34,0.9874
1719,0.8555,0.9967
1720,0.5423,0.296
1721,0.4299,0.0772
1722,0.0,0.9042
1723,-0.6486,0.4159
1724,-0.2023,0.9503
1725,-0.128,0.2732
1726,0.2263,0.9287
1727,0.4215,-0.2732
1728,0.3182,0.7713
1729,-0.34,0.9231
1730,0.5719,-0.9887
1731,-0.0258,0.7912
1732,0.4019,-0.296
1733,0.3182,0.8225
1734,0.0,0.987
1735,0.34,0.9732
1736,0.34,0.9878
1737,0.34,0.9846
1738,-0.2023,0.6341
1739,0.1531,-0.9961
1740,-0.6369,-0.5413
1741,0.6249,0.9858
1742,0.5267,0.9628
1743,-0.0,-0.4019
1744,0.2484,0.9423
1745,0.296,0.9903
1746,-0.6705,0.8954
1747,0.3818,-0.4316
1748,-0.6705,0.8954
1749,0.0,0.9744
1750,-0.34,0.9865
1751,0.1779,0.7346
1752,0.2144,-0.0994
1753,0.0258,0.8399
1754,0.5423,0.943
1755,0.3818,0.6059
1756,0.0258,-0.9226
1757,0.7579,0.9893
1758,0.7579,0.9893
1759,0.3818,-0.8111
1760,-0.4215,0.1371
1761,-0.7906,0.9512
1762,0.204,0.9952
1763,-0.3612,0.936
1764,0.0,0.1779
1765,0.4404,0.9852
1766,-0.5574,0.4238
1767,0.0,0.9216
1768,0.1779,0.95
1769,0.7964,0.9943
1770,0.6597,0.9062
1771,0.296,0.991
1772,0.34,-0.9831
1773,0.4256,0.644
1774,-0.4322,0.2361
1775,0.7269,0.946
1776,0.7269,0.946
1777,0.5267,0.9332
1778,0.5267,0.7602
1779,0.5267,0.9332
1780,0.1027,0.9001
1781,0.0,0.1027
1782,-0.2023,0.9503
1783,-0.3818,0.8625
1784,0.1027,0.9735
1785,-0.4939,0.938
1786,0.1027,0.8765
1787,0.2144,-0.4767
1788,0.2144,-0.4767
1789,0.2144,-0.4767
1790,-0.2263,0.0
1791,0.7845,0.9201
1792,0.0,-0.25
1793,-0.296,-0.9885
1794,0.6808,0.7717
1795,-0.3182,0.9858
1796,0.8779,0.9953
1797,-0.2263,0.9064
1798,0.2023,0.0021
1799,0.6249,0.9858
1800,0.7003,-0.8763
1801,-0.0516,0.2263
1802,0.5764,0.9779
1803,0.4019,0.9153
1804,0.0,0.9578
1805,-0.3818,0.7351
1806,0.8316,0.7744
1807,0.5574,0.979
1808,-0.6249,0.1551
1809,0.0,-0.4588
1810,0.1779,0.9956
1811,0.1779,0.9956
1812,0.0,0.9371
1813,0.4939,0.9787
1814,0.0,0.9072
1815,0.7506,0.9978
1816,-0.4588,0.1779
1817,0.3818,0.9217
1818,-0.3182,0.9858
1819,0.5423,0.8687
1820,0.0,-0.1796
1821,-0.8847,0.6575
1822,0.2484,-0.9903
1823,0.5574,0.9893
1824,0.5106,0.9835
1825,0.91,-0.9359
1826,0.8625,-0.6918
1827,-0.5267,0.9796
1828,-0.8847,0.6575
1829,0.3182,-0.1937
1830,0.3182,0.9397
1831,-0.128,0.5859
1832,0.4939,0.5574
1833,0.4939,0.5574
1834,0.9382,0.9986
1835,0.0,0.6739
1836,0.0,0.6739
1837,0.7579,0.8442
1838,-0.296,0.1406
1839,-0.1458,0.986
1840,0.25,0.9595
1841,0.1779,0.8225
1842,0.3818,0.9957
1843,0.4215,-0.9052
1844,-0.128,-0.9325
1845,-0.1027,0.5859
1846,0.4767,0.9432
1847,-0.128,-0.687
1848,0.6705,0.6597
1849,0.296,0.9694
1850,0.0258,-0.2263
1851,0.0,0.9977
1852,0.296,0.9805
1853,0.296,0.0
1854,0.0,-0.8316
1855,0.1027,0.9956
1856,0.0,-0.1885
1857,-0.128,0.9275
1858,0.7003,0.7178
1859,-0.2732,0.3415
1860,0.4215,0.8384
1861,0.0,0.8765
1862,0.34,0.802
1863,0.5574,0.9785
1864,0.0,0.0772
1865,0.0,-0.9908
1866,-0.5574,0.8126
1867,-0.6956,0.6623
1868,-0.6956,0.6623
1869,-0.3612,0.0
1870,0.0,0.9812
1871,0.5267,0.9538
1872,0.1027,0.9862
1873,0.0,0.9947
1874,0.4939,0.9748
1875,0.296,0.9777
1876,0.7184,0.9712
1877,0.3612,0.9649
1878,0.3818,0.4588
1879,-0.2263,0.5859
1880,-0.2263,-0.5574
1881,-0.4019,-0.872
1882,-0.296,-0.9882
1883,0.2023,0.9413
1884,0.4939,0.8196
1885,0.0,-0.1796
1886,0.1027,0.9664
1887,0.4939,0.7351
1888,-0.4588,0.9153
1889,-0.4497,0.9956
1890,0.5423,0.8935
1891,0.5859,0.8255
1892,0.6597,0.9942
1893,0.34,0.8814
1894,0.0,0.7984
1895,0.6481,0.3111
1896,0.5719,0.0228
1897,0.8074,0.7778
1898,0.0,0.34
1899,-0.5574,0.323
1900,-0.1531,0.1116
1901,0.3818,0.9981
1902,0.7501,0.9678
1903,-0.128,0.5859
1904,0.3818,0.9861
1905,0.7579,0.9416
1906,0.7579,0.994
1907,0.891,0.9379
1908,0.6808,0.3818
1909,-0.2263,0.9965
1910,0.8176,0.9709
1911,0.2732,0.4019
1912,-0.128,0.0933
1913,0.2263,0.9844
1914,-0.25,0.9477
1915,0.0,0.6621
1916,0.0,0.7882
1917,-0.7783,-0.5106
1918,0.6597,0.7845
1919,0.7269,0.9761
1920,-0.2263,-0.965
1921,0.7906,0.9931
1922,0.6597,-0.9381
1923,-0.3818,0.9732
1924,-0.4588,-0.3818
1925,-0.2023,0.9647
1926,-0.2263,0.9329
1927,0.2263,0.6486
1928,-0.8381,0.8625
1929,0.0258,-0.8439
1930,0.0258,-0.8439
1931,0.296,0.6705
1932,0.296,0.9451
1933,0.296,0.6705
1934,0.4767,0.8402
1935,-0.6249,0.9844
1936,0.0,0.9705
1937,0.2023,0.7003
1938,0.4576,0.9776
1939,-0.128,0.9275
1940,-0.2263,0.9964
1941,-0.128,0.9275
1942,0.4215,0.8384
1943,0.0,-0.9382
1944,-0.7579,0.6877
1945,0.3071,0.3247
1946,0.0,0.9983
1947,0.4404,0.8151
1948,0.4404,0.8151
1949,0.7184,0.9858
1950,-0.6249,-0.7845
1951,-0.5267,-0.9791
1952,0.1027,0.9877
1953,0.1779,-0.9177
1954,0.5994,0.9842
1955,0.4019,0.9681
1956,0.0,0.296
1957,-0.5106,-0.8082
1958,-0.0516,-0.205
1959,0.0,0.5642
1960,0.128,0.8934
1961,0.4019,-0.3182
1962,0.0,0.791
1963,0.0,0.2486
1964,0.0,0.9826
1965,-0.5667,0.4767
1966,-0.5667,0.4767
1967,0.25,0.0
1968,-0.1027,0.9144
1969,0.296,-0.7845
1970,0.0,0.7579
1971,0.7506,0.8942
1972,-0.286,-0.8636
1973,0.4404,-0.2653
1974,-0.2732,0.0167
1975,0.0,-0.976
1976,-0.4404,0.9823
1977,0.0,0.7772
1978,0.743,0.0294
1979,0.1779,0.296
1980,0.7184,0.9555
1981,-0.4939,0.4215
1982,0.4588,0.9853
1983,-0.3182,0.9062
1984,-0.3182,0.296
1985,0.0,-0.9625
1986,0.0,-0.9625
1987,0.0,-0.9625
1988,0.0,-0.9625
1989,0.5719,0.9702
1990,0.0,0.0
1991,-0.296,0.8074
1992,-0.8316,-0.5813
1993,-0.9081,-0.9203
1994,0.2023,0.8225
1995,-0.5267,0.4021
1996,0.0,0.5423
1997,-0.5267,-0.7715
1998,0.4404,0.9516
1999,-0.25,0.91
2000,0.2263,0.9871
2001,0.296,0.9645
2002,-0.2263,0.8107
2003,0.4939,-0.2501
2004,-0.1027,0.9144
2005,0.3818,0.968
2006,0.5423,-0.8284
2007,0.0,-0.3053
2008,-0.4019,0.9742
2009,0.4215,0.9601
2010,0.0,0.9413
2011,0.5859,0.9169
2012,-0.6808,0.8622
2013,-0.296,0.9818
2014,0.34,0.9294
2015,-0.4588,-0.9896
2016,0.0,0.3818
2017,0.0,0.7506
2018,-0.25,0.8442
2019,0.0772,0.4588
2020,0.2732,0.9382
2021,-0.5267,-0.3391
2022,-0.5859,0.9326
2023,-0.7184,0.9859
2024,0.0,0.3826
2025,0.0,0.962
2026,0.0,0.9887
2027,0.0258,0.9075
2028,0.3612,0.8692
2029,-0.5267,-0.5118
2030,-0.296,0.8138
2031,0.7351,0.9062
2032,-0.128,0.9604
2033,-0.5719,-0.9841
2034,0.296,0.9645
2035,0.0516,0.9779
2036,0.7964,0.5267
2037,0.0,0.5198
2038,0.3182,0.1779
2039,-0.4588,-0.9697
2040,-0.2263,0.975
2041,0.7783,0.9382
2042,0.0,0.0757
2043,0.8519,0.9869
2044,0.0772,0.4215
2045,0.4404,-0.3612
2046,-0.1531,-0.9439
2047,-0.5423,-0.2035
2048,-0.1779,-0.802
2049,0.0,-0.9515
2050,-0.2732,0.742
2051,-0.2732,0.9854
2052,-0.8402,-0.9676
2053,0.6249,0.9169
2054,-0.765,-0.3442
2055,-0.9231,-0.9902
2056,0.0,-0.9921
2057,0.4767,0.0
2058,-0.1779,0.8832
2059,-0.0772,-0.6369
2060,0.4939,0.5574
2061,0.2732,0.6486
2062,0.0,-0.2732
2063,0.6956,-0.265
2064,0.5267,0.9291
2065,0.5267,-0.9871
2066,0.0,-0.8176
2067,-0.2263,-0.765
2068,0.8689,0.802
2069,-0.1027,0.743
2070,0.0,0.9201
2071,-0.7845,-0.6369
2072,0.8519,0.9869
2073,-0.4588,-0.8777
2074,-0.2732,0.742
2075,-0.5106,0.6655
2076,0.6956,-0.265
2077,0.5267,0.4404
2078,0.3182,0.9784
2079,0.3182,0.9234
2080,-0.5267,-0.128
2081,0.4767,0.8268
2082,0.25,0.3871
2083,0.0258,-0.9803
2084,0.7783,0.9081
2085,0.3612,0.688
2086,-0.5106,0.0
2087,-0.7783,-0.988
2088,-0.2732,0.742
2089,-0.7096,-0.7468
2090,0.0,0.7935
2091,0.0,0.5994
2092,-0.4939,-0.9893
2093,-0.4404,-0.9806
2094,0.6808,0.9727
2095,0.2617,0.977
2096,-0.8126,0.4859
2097,-0.5106,0.6655
2098,0.2023,0.7783
2099,-0.4019,-0.978
2100,-0.296,-0.6597
2101,0.4767,0.9884
2102,-0.5423,-0.4588
2103,0.2732,0.6486
2104,0.0,-0.2732
2105,0.2732,-0.9274
2106,0.5267,0.4404
2107,-0.6808,0.9557
2108,-0.7579,0.9863
2109,-0.6705,-0.9917
2110,-0.6705,0.0
2111,-0.765,-0.9928
2112,0.3818,0.7702
2113,0.5423,-0.9042
2114,0.0,0.9349
2115,-0.1531,0.9902
2116,-0.5719,-0.8712
2117,0.0258,0.9681
2118,-0.9136,-0.0516
2119,0.2716,0.5023
2120,0.8869,0.9661
2121,0.7096,-0.1027
2122,-0.5267,0.2247
2123,0.5994,0.9758
2124,0.5255,0.9985
2125,0.5719,0.9842
2126,0.3182,0.9234
2127,0.0772,0.1027
2128,0.0258,-0.9803
2129,0.0772,0.9872
2130,-0.743,0.9865
2131,-0.7579,-0.6708
2132,-0.9081,0.0704
2133,0.3612,0.688
2134,0.0,0.8361
2135,0.5574,0.6249
2136,-0.2263,-0.9668
2137,-0.7783,-0.988
2138,-0.8399,0.4576
2139,0.0,0.0
2140,0.0,-0.296
2141,0.0,0.4215
2142,0.0,0.296
2143,0.0,-0.5267
2144,0.7391,0.9766
2145,0.4767,0.9517
2146,0.0,0.296
2147,-0.5267,0.4215
2148,0.296,-0.3219
2149,0.6705,-0.9701
2150,0.4215,0.9706
2151,0.6808,0.9727
2152,0.0,0.9758
2153,0.4404,0.5719
2154,-0.5719,-0.9808
2155,0.0,0.9912
2156,-0.2617,-0.9793
2157,-0.5267,-0.9882
2158,0.0,0.3818
2159,0.7845,0.9691
2160,0.2732,0.7684
2161,0.4767,0.9517
2162,0.7269,0.9398
2163,0.4215,0.2732
2164,0.0,-0.079
2165,-0.5423,-0.765
2166,-0.296,-0.905
2167,0.6705,-0.997
2168,-0.128,0.6757
2169,-0.802,-0.8271
2170,-0.0516,0.8582
2171,0.5423,-0.7525
2172,-0.3818,-0.6993
2173,-0.6597,-0.9325
2174,-0.6249,-0.9612
2175,0.3182,0.0516
2176,-0.4404,-0.316
2177,-0.7964,-0.6124
2178,-0.7171,0.9498
2179,-0.6705,-0.5466
