,title_class,body_class
300,0.4404,0.802
301,0.4019,0.802
302,0.5106,0.64
303,-0.0772,0.9819
304,0.0516,0.2682
305,-0.6369,-0.9824
306,-0.5994,0.8279
307,0.743,0.9186
308,0.4215,-0.982
309,-0.8625,-0.9029
310,0.0,0.0
311,0.4019,0.1108
312,0.4767,-0.0258
313,0.5267,0.1531
314,0.0,0.9875
315,0.4019,0.9041
316,0.0,0.9517
317,-0.5719,0.8858
318,-0.3818,0.8555
319,0.0,0.9946
320,0.4215,0.9528
321,0.296,0.9896
322,0.6369,0.9974
323,0.4215,0.34
324,-0.6369,-0.9951
325,0.0,0.9504
326,0.4939,0.9604
327,0.0,0.969
328,0.0,0.0
329,-0.5106,-0.34
330,-0.5719,0.9428
331,0.7184,0.9902
332,-0.3818,0.9231
333,0.4588,0.9684
334,0.0,0.6369
335,-0.296,-0.6817
336,0.0,-0.4404
337,0.0,0.2649
338,0.4588,0.0
339,0.0,0.397
340,0.0,-0.8506
341,-0.4588,-0.2023
342,0.3818,0.8555
343,0.4939,0.5719
344,-0.2732,-0.9385
345,0.2263,0.9933
346,0.0,0.8849
347,-0.4939,-0.1504
348,-0.0516,-0.7184
349,0.0,0.836
350,0.4588,0.8689
351,0.0,0.8399
352,-0.5994,0.9897
353,0.0,0.1779
354,0.0,0.0
355,0.7096,0.9934
356,0.0,0.9577
357,-0.4404,0.8101
358,-0.5106,-0.34
359,-0.7003,-0.9357
360,-0.1027,0.9823
361,0.7684,0.944
362,0.0,0.9313
363,0.0,0.2649
364,-0.2732,0.9871
365,-0.0258,-0.8997
366,0.0,0.5106
367,0.2263,0.9933
368,-0.4257,-0.2023
369,-0.7096,0.5423
370,0.0,0.0
371,0.0,0.9618
372,0.6369,-0.5489
373,-0.4939,-0.5106
374,-0.2023,-0.842
375,-0.296,-0.8427
376,0.128,-0.9773
377,0.0,0.9675
378,-0.7845,-0.9811
379,0.4215,0.9653
380,-0.4939,-0.5106
381,0.296,0.7814
382,-0.1181,0.7682
383,-0.3919,-0.1779
384,-0.4019,-0.8861
385,0.296,0.9957
386,0.3182,0.9757
387,0.4019,0.896
388,0.1027,0.9761
389,-0.1531,-0.5777
390,0.6901,0.9537
391,-0.296,-0.9674
392,0.5423,-0.9861
393,0.0,-0.3818
394,0.4588,-0.1406
395,-0.4854,0.9911
396,0.0772,-0.943
397,0.6486,0.7567
398,-0.2263,0.9674
399,-0.1779,-0.9571
400,-0.1531,0.9787
401,0.128,-0.9773
402,0.4588,-0.6249
403,0.5574,0.9509
404,-0.5859,0.9253
405,0.1779,0.8122
406,-0.0516,-0.9325
407,0.5574,0.9985
408,0.5267,0.9727
409,0.0,0.0
410,-0.2263,0.8022
411,-0.5574,0.9201
412,0.0772,0.5574
413,0.0258,0.9974
414,0.3612,0.5724
415,0.1779,-0.128
416,0.2263,0.6369
417,-0.2732,-0.9309
418,-0.8271,-0.9749
419,0.0,0.9991
420,0.4939,0.8444
421,-0.5994,0.9774
422,0.4215,0.8375
423,0.4522,0.775
424,-0.7783,-0.9966
425,-0.3597,-0.9356
426,-0.5423,-0.9627
427,-0.8519,-0.9493
428,-0.2732,0.9749
429,0.6808,0.9112
430,-0.9652,-0.9892
431,-0.0772,0.9709
432,0.1027,-0.5719
433,0.0,0.0772
434,0.1779,0.0644
435,-0.2732,-0.34
436,0.7964,-0.7861
437,0.0,0.9556
438,-0.296,-0.7717
439,0.0,-0.9834
440,0.1655,-0.5574
441,0.5719,0.0672
442,0.2732,0.9969
443,-0.296,0.8481
444,-0.6705,-0.85
445,-0.7184,0.2732
446,-0.4939,-0.9874
447,0.0,0.8779
448,0.7506,0.9818
449,0.0516,-0.9478
450,0.4215,0.9686
451,-0.8876,-0.982
452,-0.7964,-0.9668
453,0.1027,-0.9733
454,-0.8158,-0.9974
455,-0.128,-0.9862
456,-0.0258,0.3384
457,-0.1531,-0.9908
458,-0.9419,-0.9845
459,-0.1779,-0.9919
460,0.8957,0.9942
461,0.4939,0.9823
462,0.6705,-0.4934
463,0.5647,0.9776
464,0.7717,0.979
465,0.6369,0.0772
466,0.0772,0.5499
467,0.6486,0.9509
468,-0.2716,-0.8011
469,-0.296,-0.802
470,-0.6249,0.9704
471,-0.0516,-0.8717
472,-0.0516,-0.9596
473,0.1779,0.0644
474,-0.3083,0.1525
475,-0.6369,0.8442
476,0.4215,0.9127
477,0.3612,0.9604
478,0.0,0.9882
479,0.0,0.8271
480,-0.8807,0.2449
481,-0.8807,-0.9805
482,-0.3071,0.5719
483,0.128,0.7974
484,0.0,0.6797
485,0.765,0.7107
486,-0.3701,0.2732
487,0.3612,0.9908
488,-0.7184,-0.986
489,0.2732,0.9969
490,0.7351,-0.3182
491,0.7269,0.9906
492,0.8641,0.7909
493,0.296,-0.8934
494,0.9118,0.9918
495,-0.0258,-0.9974
496,-0.6124,-0.9209
497,-0.8176,-0.9936
498,0.1531,0.9607
499,0.25,0.8508
500,0.2732,0.9722
501,0.0,0.2732
502,0.296,0.5081
503,0.296,0.5081
504,-0.2732,0.9729
505,0.8225,0.9478
506,0.0,0.9859
507,0.2023,0.9674
508,-0.5574,0.7096
509,0.0,0.5733
510,0.4019,0.1581
511,-0.1531,-0.9524
512,0.6249,0.9899
513,-0.6124,-0.8586
514,-0.3612,-0.7899
515,0.2732,-0.8637
516,0.0,0.4588
517,0.4939,0.9729
518,-0.5423,-0.8957
519,0.4939,0.976
520,0.3612,0.9942
521,-0.6369,0.8442
522,0.4215,0.9127
523,0.7669,0.1027
524,0.25,-0.9841
525,0.0,0.8271
526,-0.8807,-0.9805
527,0.3182,-0.6705
528,-0.5927,0.9662
529,0.6486,0.5267
530,-0.3506,-0.985
531,0.0,0.9601
532,-0.6369,-0.8409
533,0.0,0.8315
534,-0.4404,0.25
535,-0.3818,-0.4315
536,0.34,0.6597
537,0.8074,0.9587
538,0.6124,-0.9825
539,0.7096,0.9885
540,-0.2585,-0.8591
541,-0.3632,-0.9792
542,-0.8176,-0.9936
543,0.6124,0.918
544,-0.2732,0.3818
545,0.8225,0.9728
546,0.9118,0.9918
547,0.0,0.9928
548,-0.34,-0.9127
549,-0.3818,0.296
550,0.2551,0.6808
551,0.6124,0.9734
552,0.6249,0.9899
553,0.0,0.946
554,0.4939,0.978
555,0.5325,0.8809
556,0.7717,0.8128
557,0.0,0.25
558,0.0,0.3612
559,0.4215,0.9664
560,-0.128,0.3612
561,0.296,-0.3304
562,0.1531,0.9526
563,0.3612,0.9952
564,0.3612,0.8483
565,-0.4215,0.0517
566,-0.8442,-0.9802
567,-0.2023,-0.9864
568,0.4939,-0.5719
569,-0.7783,-0.9966
570,0.296,0.9134
571,0.0,0.5994
572,-0.1027,-0.5232
573,0.4019,0.9349
574,0.0,0.6621
575,0.0258,0.9559
576,0.4767,0.296
577,-0.1406,0.9926
578,-0.128,0.9939
579,0.1779,0.4404
580,-0.0258,-0.9739
581,-0.4404,-0.789
582,0.0,-0.9197
583,0.0258,-0.9136
584,-0.7579,0.4946
585,-0.5267,-0.34
586,0.7096,0.9967
587,-0.4588,0.9419
588,-0.7906,-0.3502
589,0.5267,0.9762
590,0.0,0.9973
591,0.5106,0.7863
592,0.6249,-0.6935
593,0.6705,0.9169
594,0.2263,-0.7579
595,0.4019,0.9325
596,0.4019,0.9682
597,-0.6808,-0.9929
598,-0.0516,-0.8577
599,-0.5859,-0.9136
600,0.4404,-0.7984
601,-0.7449,-0.653
602,-0.4588,-0.9203
603,0.296,0.9134
604,-0.2263,-0.9331
605,-0.6249,-0.8684
606,-0.7096,-0.8201
607,0.0,-0.9836
608,-0.7579,0.4946
609,0.4019,0.9387
610,0.2023,-0.801
611,-0.2732,0.9841
612,-0.25,0.9872
613,0.4019,0.9682
614,-0.0516,0.9605
615,0.0,0.5267
616,0.0,0.5267
617,0.1531,0.9633
618,0.0,0.9809
619,-0.4588,0.7351
620,0.775,0.5106
621,-0.6369,0.9849
622,-0.7003,-0.9211
623,-0.4215,-0.9451
624,0.0,0.9943
625,0.5267,0.9044
626,0.8481,0.9796
627,-0.3818,-0.5145
628,-0.899,0.9844
629,-0.899,0.6565
630,-0.4767,-0.9349
631,0.0258,0.9962
632,0.6249,0.998
633,0.4767,0.9967
634,-0.1779,0.8519
635,0.5106,0.9803
636,-0.8126,-0.9878
637,0.3182,0.9437
638,0.0,0.9221
639,0.3182,0.991
640,-0.3612,-0.8024
641,-0.7096,0.9366
642,0.8347,-0.9418
643,0.0,-0.9563
644,0.0,-0.9549
645,0.0,-0.8735
646,-0.3612,-0.5298
647,-0.4215,-0.6249
648,-0.8979,-0.9607
649,0.5267,0.9044
650,-0.1027,0.9932
651,-0.0516,0.9545
652,-0.7783,0.0804
653,-0.2878,0.9613
654,0.3612,0.9513
655,0.1779,0.9891
656,0.4019,0.9657
657,-0.3089,-0.866
658,-0.3147,0.4939
659,-0.6705,-0.9887
660,0.6369,0.9325
661,0.0258,0.9962
662,-0.4588,0.7574
663,-0.7184,0.9933
664,0.296,0.8126
665,0.0,0.872
666,-0.296,0.9923
667,0.0,0.9979
668,-0.2023,0.3612
669,-0.8074,0.9766
670,-0.6908,-0.975
671,-0.8074,0.9022
672,-0.6597,-0.3034
673,0.3903,-0.9384
674,-0.7096,0.7227
675,0.25,0.9711
676,0.6908,0.9667
677,0.0,0.8689
678,-0.5423,-0.951
679,0.0,0.0516
680,0.0,-0.5994
681,-0.5719,0.9074
682,-0.2732,0.9948
683,0.765,-0.0105
684,0.2732,0.9849
685,-0.8979,-0.9193
686,0.0772,0.8129
687,0.5267,0.6486
688,-0.1027,0.8176
689,0.5423,0.5964
690,-0.3612,-0.5574
691,0.3612,0.9513
692,0.0,0.9816
693,-0.2732,0.9703
694,-0.6597,0.9771
695,-0.6597,0.9497
696,-0.4588,0.7704
697,-0.4588,0.7704
698,-0.5499,0.9869
699,0.1531,0.6223
700,-0.6705,-0.9887
701,-0.4215,0.7368
702,0.3818,0.222
703,0.128,0.906
704,0.0258,-0.6566
705,0.765,0.0516
706,-0.25,0.6669
707,0.0772,0.9592
708,0.7906,0.8686
709,0.7906,0.8686
710,0.25,-0.6573
711,-0.743,-0.9253
712,-0.4019,-0.8228
713,-0.7184,0.9933
714,-0.2263,0.0
715,0.6124,0.9736
716,-0.7096,0.9946
717,-0.7269,-0.8934
718,0.743,-0.894
719,-0.4215,-0.9191
720,-0.3182,-0.94
721,-0.7579,0.802
722,0.0516,0.8793
723,0.0129,0.2233
724,-0.6249,0.9568
725,-0.3919,0.9287
726,0.0,0.9001
727,0.128,0.6402
728,-0.1,0.984
729,-0.4767,0.966
730,0.3903,-0.9384
731,0.7506,0.9873
732,0.25,0.9711
733,0.4404,0.9922
734,0.6908,0.9667
735,0.3612,0.9711
736,0.3612,0.9885
737,0.0,0.9927
738,-0.5423,-0.951
739,-0.3291,0.9387
740,-0.0258,0.9954
741,0.0,-0.9186
742,0.0,-0.5994
743,-0.0258,-0.601
744,0.4767,-0.9508
745,0.4588,0.9942
746,0.6249,0.4719
747,0.5574,0.9973
748,-0.0516,0.9959
749,0.886,0.9746
750,0.0,0.7351
751,-0.8442,-0.5609
752,-0.5346,0.8074
753,-0.8402,0.9958
754,-0.1531,0.2617
755,0.6124,-0.8511
756,0.6124,-0.9023
757,-0.5719,-0.9959
758,0.2382,0.9802
759,-0.2732,0.9252
760,-0.2732,-0.974
761,0.4588,0.5734
762,-0.3818,-0.6956
763,-0.3818,-0.0772
764,-0.5267,-0.9204
765,0.128,0.906
766,-0.802,0.9375
767,-0.802,0.9375
768,0.4019,0.0839
769,-0.4215,0.5455
770,0.09,0.4404
771,0.2023,0.998
772,-0.7579,-0.6249
773,0.8074,0.9081
774,0.7845,0.2322
775,0.0,-0.9376
776,0.34,0.8624
777,0.0,-0.6124
778,0.4404,0.8413
779,0.0262,0.984
780,-0.4767,0.9657
781,-0.7063,0.7269
782,0.296,0.802
783,-0.6597,0.9814
784,-0.128,0.8953
785,-0.5106,0.8953
786,0.6428,0.3818
787,0.0,0.4297
788,-0.6249,0.9894
789,0.8746,-0.9885
790,-0.2263,-0.9276
791,-0.0516,0.5346
792,0.3182,0.9892
793,-0.6769,0.9932
794,0.4939,0.4588
795,0.3818,0.8294
796,-0.7351,-0.8813
797,-0.8176,-0.5635
798,-0.2732,-0.9643
799,-0.5859,-0.9935
800,-0.5346,0.8074
801,0.1531,-0.82
802,-0.1531,0.2617
803,-0.3182,0.9337
804,-0.2732,-0.1531
805,0.3626,-0.979
806,-0.128,-0.8408
807,0.0,0.824
808,0.34,0.5574
809,0.8658,0.9952
810,0.4215,-0.8918
811,0.3612,0.8083
812,0.0,-0.9633
813,-0.6486,0.9782
814,-0.101,-0.6436
815,-0.9118,-0.9959
816,0.7351,0.9875
817,0.0,0.9961
818,0.0,0.9848
819,-0.7906,0.167
820,0.128,0.5506
821,0.0,0.9655
822,-0.8625,0.8807
823,-0.128,0.9886
824,-0.2023,-0.847
825,-0.5719,0.1531
826,0.4588,0.9377
827,-0.296,-0.9229
828,0.5267,-0.8519
829,0.5267,0.3612
830,0.0,0.6369
831,0.2263,0.8798
832,-0.128,0.919
833,0.5267,0.9736
834,0.7501,0.965
835,0.4939,0.802
836,-0.1027,0.9792
837,0.0,0.9955
838,0.3182,0.9838
839,-0.5719,0.9581
840,0.2023,0.9791
841,0.2374,-0.971
842,-0.1027,0.4215
843,-0.7845,0.8555
844,-0.34,0.9714
845,-0.0772,0.9912
846,0.2023,-0.954
847,0.0258,0.1379
848,0.539,0.9764
849,0.8074,0.8208
850,-0.5106,0.9624
851,-0.296,0.8126
852,-0.296,-0.34
853,-0.4019,-0.9724
854,-0.296,0.999
855,0.1027,0.968
856,-0.2411,-0.9173
857,-0.2263,0.9978
858,0.1531,-0.6249
859,0.3182,0.6249
860,0.6115,0.9524
861,-0.5574,-0.802
862,0.1779,-0.128
863,0.1779,-0.128
864,0.4404,0.9959
865,-0.6486,0.9782
866,-0.128,0.3536
867,0.0,0.8519
868,0.0,0.6369
869,-0.128,0.9886
870,0.0,0.9963
871,-0.3182,0.9481
872,0.5267,-0.8519
873,-0.0772,0.9912
874,0.0,-0.9531
875,-0.2732,0.7096
876,-0.2023,-0.8427
877,0.2732,0.941
878,0.5994,0.6808
879,-0.8885,-0.8922
880,-0.7269,-0.9661
881,0.296,0.856
882,0.2732,0.9852
883,-0.7783,-0.9874
884,0.0,-0.6705
885,-0.4404,-0.9922
886,-0.5994,-0.6705
887,0.0,-0.9209
888,0.3818,0.9932
889,0.0,0.998
890,0.5719,0.4382
891,0.0,0.6808
892,0.128,0.9885
893,0.6597,0.992
894,-0.3818,-0.9758
895,0.765,0.8974
896,-0.2263,-0.1655
897,0.802,0.9874
898,0.5023,0.9969
899,-0.4404,0.9735
900,0.0,0.8934
901,0.2263,0.9815
902,0.6808,0.9858
903,-0.5574,0.9564
904,-0.5574,0.9283
905,0.1045,0.9701
906,-0.4215,0.9909
907,0.4404,0.2023
908,-0.128,0.9435
909,0.5859,-0.743
910,-0.8074,-0.9698
911,-0.3818,0.856
912,-0.8271,-0.433
913,-0.4404,-0.9856
914,-0.2732,0.7184
915,0.5346,0.998
916,0.6124,0.8945
917,0.4019,0.7517
918,0.2023,0.4416
919,-0.25,0.9976
920,-0.7506,0.8851
921,-0.5267,-0.8442
922,0.3612,0.992
923,-0.6908,-0.6187
924,0.3612,0.9158
925,0.2732,0.9517
926,-0.4019,-0.908
927,-0.6124,-0.9702
928,-0.4404,0.1734
929,-0.2144,0.956
930,-0.7003,-0.9594
931,-0.2732,-0.7311
932,0.6808,0.9174
933,0.0258,0.8266
934,0.5994,0.8963
935,0.7579,0.9186
936,0.2263,0.9914
937,-0.4404,-0.9749
938,-0.6369,0.8724
939,-0.5267,-0.9613
940,0.8735,0.9927
941,0.0,0.9975
942,-0.128,0.99
943,0.5267,0.6808
944,0.5859,0.3818
945,0.8519,0.9946
946,-0.3744,-0.6124
947,0.7184,0.9996
948,-0.3612,0.3818
949,0.1779,-0.6088
950,0.4019,0.984
951,-0.128,0.0802
952,0.4404,0.9898
953,0.5994,0.9875
954,-0.6705,0.7463
955,0.3818,0.9349
956,-0.3612,0.5927
957,0.0258,-0.8885
958,0.4588,0.9726
959,-0.6808,-0.9848
960,-0.3818,0.6955
961,-0.7506,-0.9906
962,0.2023,-0.4513
963,-0.4215,0.9765
964,0.34,0.9134
965,-0.4019,0.2537
966,0.0,0.9198
967,-0.5106,0.9857
968,0.0,-0.8861
969,-0.7814,0.7838
970,-0.7184,0.9621
971,0.4588,0.9652
972,-0.6249,-0.998
973,-0.2732,0.2846
974,0.4404,0.5283
975,0.3182,0.9467
976,0.5267,-0.9143
977,0.1027,-0.3184
978,-0.34,-0.2732
979,0.2263,0.847
980,0.0,0.9967
981,0.6124,0.7668
982,0.0,0.8074
983,-0.1027,-0.8765
984,0.4019,0.9665
985,0.6249,0.0274
986,0.2732,0.9972
987,-0.0644,-0.9894
988,-0.0644,-0.9894
989,-0.4588,-0.2105
990,-0.6249,0.9297
991,0.2732,0.5267
992,0.2263,-0.6601
993,-0.0258,0.7634
994,-0.3818,0.9099
995,-0.5106,0.8402
996,-0.4404,0.9547
997,0.5423,0.9791
998,0.7906,0.9944
999,0.2732,0.8674
1000,0.6705,-0.8481
1001,0.5106,0.9576
1002,0.6705,-0.4103
1003,0.7269,0.9836
1004,0.1531,0.0387
1005,-0.8271,-0.9595
1006,0.7351,0.8603
1007,-0.0772,-0.8875
1008,-0.2263,-0.8001
1009,0.6597,0.1358
1010,0.4215,0.6369
1011,-0.4019,0.7632
1012,0.0,-0.6083
1013,-0.5994,-0.9825
1014,0.0516,0.6757
1015,-0.0772,0.34
1016,0.0,0.0258
1017,0.0,0.0258
1018,-0.3544,-0.8846
1019,0.2023,-0.2658
1020,-0.8126,0.9922
1021,-0.2052,0.3818
1022,0.8316,0.9469
1023,-0.6597,-0.9887
1024,0.6486,0.9028
1025,0.0516,0.4939
1026,0.3919,0.5558
1027,-0.6705,-0.6849
1028,0.0,0.4071
1029,-0.3818,-0.7703
1030,-0.6124,-0.9685
1031,0.4019,0.8264
1032,-0.8151,0.9197
1033,0.34,0.7987
1034,0.4019,-0.8793
1035,0.4588,0.9688
1036,0.5574,-0.4142
1037,0.0,0.9953
1038,-0.128,0.8938
1039,-0.4767,0.8481
1040,0.6597,0.6385
1041,0.0,0.3612
1042,0.4939,0.7506
1043,-0.3182,-0.9887
1044,0.128,-0.8455
1045,0.4215,0.9985
1046,0.0,0.7638
1047,0.0,-0.958
1048,0.7003,0.9696
1049,0.7506,0.9902
1050,0.0,0.9936
1051,0.3612,0.992
1052,-0.5423,0.9655
1053,0.8176,0.9764
1054,0.1779,0.6908
1055,0.7003,0.9838
1056,0.8176,0.9661
1057,0.1779,0.9937
1058,0.7845,0.9974
1059,0.7003,0.8402
1060,-0.34,0.7003
1061,-0.765,-0.8746
1062,0.6249,-0.8074
1063,0.7713,0.9644
1064,0.0,0.4144
1065,-0.5574,-0.709
1066,0.2023,0.9291
1067,0.4767,-0.9144
1068,0.0,0.4144
1069,0.0,0.9885
1070,0.2023,0.9225
1071,0.296,0.9911
1072,-0.5574,-0.4843
1073,0.8481,0.96
1074,0.0276,-0.8864
1075,0.3818,-0.1486
1076,-0.0258,0.0892
1077,0.0,0.8914
1078,0.6124,-0.8241
1079,-0.1326,-0.7899
1080,0.0,0.9885
1081,0.2732,0.936
1082,0.296,0.9677
1083,0.296,0.7797
1084,0.3818,0.5627
1085,0.0,0.9439
1086,0.2023,-0.9926
1087,-0.8948,-0.9965
1088,-0.4939,-0.1082
1089,-0.4588,-0.9521
1090,0.3182,-0.9121
1091,0.3182,0.9226
1092,0.2023,-0.964
1093,0.3818,0.9482
1094,0.2732,0.1531
1095,0.6351,0.7105
1096,-0.204,0.9415
1097,-0.8555,0.5267
1098,-0.7783,0.5717
1099,0.3182,0.9229
1100,0.34,-0.9435
1101,0.0,-0.4019
1102,-0.7783,0.8332
1103,0.0,-0.4019
1104,0.5106,0.987
1105,0.4019,0.5859
1106,0.7184,0.8689
1107,0.0,0.7783
1108,-0.1027,-0.6729
1109,-0.8271,0.9875
1110,-0.8271,0.9875
1111,-0.6231,0.6187
1112,0.7906,0.9201
1113,-0.4215,0.9966
1114,-0.0258,0.6808
1115,0.4404,-0.1406
1116,-0.6597,0.9896
1117,0.0,0.6124
1118,0.1531,0.8884
1119,0.4215,0.9656
1120,0.6369,0.802
1121,0.6908,0.4767
1122,0.2263,-0.8945
1123,0.1531,-0.708
1124,-0.3182,-0.8059
